Ticker,銘柄名
2667,イメージワン
2668,タビオ
2669,カネ美食品
2670,エービーシー・マート
2673,夢みつけ隊
2674,ハードオフコーポレーション
2676,高千穂交易
2678,アスクル
2681,ゲオＨＬＤＧ
2683,魚喜
2685,アダストリア
2686,ジーフット
2687,シー・ヴイ・エス・ベイエリア
2689,オルバヘルスケアＨＬＤＧ
268A,リガク・ＨＬＤＧ
2692,伊藤忠食品
2693,ＹＫＴ
2694,焼肉坂井ＨＬＤＧ
2695,くら寿司
2698,キャンドゥ
269A,Ｓａｐｅｅｔ
2700,木徳神糧
2702,日本マクドナルドＨＬＤＧ
2705,大戸屋ＨＬＤＧ
2708,久世
2721,ジェイＨＬＤＧ
2722,ＩＫＨＬＤＧ
2726,パルグループＨＬＤＧ
272A,グリーンクロスＨＬＤＧ
2730,エディオン
2733,あらた
2734,サーラコーポレーション
2735,ワッツ
2736,フェスタリアＨＬＤＧ
2737,トーメンデバイス
273A,ＳＢＩサウジアラビア株式上場投
2742,ハローズ
2743,ピクセルカンパニーズ
2747,北雄ラッキー
2749,ＪＰ　ＨＬＤＧ
274A,ガーデン
2750,石光商事
2751,テンポスＨＬＤＧ
2752,フジオフードグループ本社
2753,あみやき亭
2760,東京エレクトロン　デバイス
2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ
2763,エフティグループ
2764,ひらまつ
2767,円谷フィールズＨＬＤＧ
2768,双日
2769,ヴィレッジヴァンガードコーポレ
276A,ククレブ・アドバイザーズ
2776,新都ＨＬＤＧ
2778,パレモＨＬＤＧ
277A,グロービング
2780,コメ兵ＨＬＤＧ
2782,セリア
2784,アルフレッサＨＬＤＧ
2788,アップルインターナショナル
2789,カルラ
278A,Ｔｅｒｒａ　Ｄｒｏｎｅ
2790,ナフコ
2791,大黒天物産
2792,ハニーズＨＬＤＧ
2795,日本プリメックス
2796,ファーマライズホールディングス
2798,ワイズテーブルコーポレーション
2801,キッコーマン
2802,味の素
2804,ブルドックソース
2805,エスビー食品
2806,ユタカフーズ
2809,キユーピー
280A,ＴＭＨ
2810,ハウス食品グループ本社
2811,カゴメ
2813,和弘食品
2814,佐藤食品工業
2815,アリアケジャパン
2816,ダイショー
2818,ピエトロ
2819,エバラ食品工業
281A,インフォメティス
2820,やまみ
282A,ＧＸ　半導体・トップ１０−日本
2830,アヲハタ
2831,はごろもフーズ
2836,ＧＸ　フィンテック日本株
2837,ＧＸ中小型リーダーズ日本
2838,ＭＸＳ米国債７―１０ヘッジなし
2839,ＭＸＳ米国債７―１０ヘッジあり
283A,ＧＸ　ＵＳテック・配当貴族
2840,ｉＦｒＥＴＦ　ＮＡＳＤ１００無
2841,ｉＦｒＥＴＦ　ＮＡＳＤ１００有
2842,ｉＦｒＥＴＦ　ＮＡＳＤ１００イ
2843,上場インファンド豪州国債有
2844,上場インファンド豪州国債無
2845,ＮＦ　ＮＳＱ１００有上場投信
2846,ＮＦ　ダウ工業株３０有上場投信
2847,ＧＸ　新成長インフラ日本株式
2848,ＧＸ　ＭＳＣＩ　気候変動日本株
2849,ＧＸ　ＭＯＲ高配当ＥＳＧ日本株
2851,ｉＳ　ＭＳＣＩ　ジャパンＳＲＩ
2852,ｉＳ　グリーンＪリート　ＥＴＦ
2853,ｉＳ　気候リスク調整世界国債
2854,ＧＸ　テック・トップ　２０
2855,ＧＸ　グリーン・ＪＲＥＩＴ
2856,ｉＳ　米国債３―７年ヘッジあり
2857,ｉＳ　ドイツ国債ヘッジあり
2858,ＧＸ　日経２２５　カバード・コ
2859,ＮＦ　ユーロ５０有　連動型投信
285A,キオクシアＨＬＤＧ
2860,ＮＦ　ドイツＤＡＸ有　連動投信
2861,上場インファンドフランス国債無
2862,上場インファンドフランス国債有
2863,ＮＦ　Ｓ＆Ｐ米国株・債券バラン
2864,ＧＸ　ロジスティクス・ＲＥＩＴ
2865,ＧＸ　ＮＡＳ１００・カバード
2866,ＧＸ　米国優先証券　ＥＴＦ
2867,ＧＸ　自動運転＆ＥＶ
2868,ＧＸ　Ｓ＆Ｐ５００・カバード
2869,ダイワＮＡＳＤＡＱ１００　レバ
286A,ユカリア
2870,ダイワＮＡＳＤＡＱ１００　ダブ
2871,ニチレイ
2872,セイヒョー
2874,横浜冷凍
2875,東洋水産
2876,デルソーレ
2877,日東ベスト
287A,黒田グループ
2882,イートアンドＨＬＤＧ
2883,大冷
2884,ヨシムラ・フード・ＨＬＤＧ
288A,ラクサス・テクノロジーズ
2892,日本食品化工
2894,石井食品
2897,日清食品ＨＬＤＧ
2901,ウェルディッシュ
2902,太陽化学
2903,シノブフーズ
2904,一正蒲鉾
2907,あじかん
2908,フジッコ
290A,Ｓｙｎｓｐｅｃｔｉｖｅ
2910,ロック・フィールド
2911,旭松食品
2914,日本たばこ産業
2915,ケンコーマヨネーズ
2916,仙波糖化工業
2917,大森屋
2918,わらべや日洋ＨＬＤＧ
2919,マルタイ
291A,リスキル
2922,なとり
2923,サトウ食品
2924,イフジ産業
2926,篠崎屋
2927,ＡＦＣ―ＨＤアムスライフ
2928,ＲＩＺＡＰグループ
2929,ファーマフーズ
2930,北の達人
2931,ユーグレナ
2932,ＳＴＩフードＨＬＤＧ
2933,紀文食品
2934,ジェイフロンティア
2935,ピックルスＨＬＤＧ
2936,ベースフード
2937,サンクゼール
2938,オカムラ食品工業
294A,ＮＦＭＳＣＩ気候変動指数連動型
295A,ＯｎｅＦＴＳＥサウジアラビアイ
2961,日本調理機
2962,テクニスコ
296A,令和アカウンティング・ＨＬＤＧ
2970,グッドライフカンパニー
2971,エスコンジャパンリート投資法人
2972,サンケイリアルエステート投資
2974,大英産業
2975,スター・マイカ・ＨＬＤＧ
2976,日本グランデ
2978,ツクルバ
2979,ＳＯＳｉＬＡ 物流リート投資
297A,アルピコＨＬＤＧ
2980,ＳＲＥ　ＨＬＤＧ
2981,ランディックス
2982,ＡＤワークスグループ
2983,アールプランナー
2984,ヤマイチエステート
2986,ＬＡ　ＨＬＤＧ
2989,東海道リート投資法人
298A,ＧＶＡ　ＴＥＣＨ
2991,ランドネット
2993,長栄
2997,ストレージ王
2998,クリアル
2999,ホームポジション
299A,ｄｅｌｙ
3001,片倉工業
3002,グンゼ
3003,ヒューリック
3004,神栄
300A,ＭＩＣ
3010,ポラリス・ＨＬＤＧ
3011,バナーズ
3020,アプライド
3021,パシフィックネット
3023,ラサ商事
3024,クリエイト
3028,アルペン
302A,ビースタイルＨＬＤＧ
3030,ハブ
3031,ラクーンＨＬＤＧ
3032,ゴルフ・ドゥ
3034,クオールＨＬＤＧ
3035,ケイティケイ
3036,アルコニックス
3038,神戸物産
303A,ｖｉｓｕｍｏ
3040,ソリトンシステムズ
3041,ビューティカダンＨＬＤＧ
3042,セキュアヴェイル
3045,カワサキ
3046,ジンズＨＬＤＧ
3047,ＴＲＵＣＫ―ＯＮＥ
3048,ビックカメラ
304A,フォルシア
3050,ＤＣＭ　ＨＬＤＧ
3053,ペッパーフードサービス
3054,ハイパー
3055,ほくやく・竹山ＨＬＤＧ
3058,三洋堂ＨＬＤＧ
3059,ヒラキ
3063,ジェイグループＨＬＤＧ
3064,ＭｏｎｏｔａＲＯ
3065,ライフフーズ
3066,ＪＢイレブン
3067,東京一番フーズ
3068,ＷＤＩ
3069,ＪＦＬＡ　ＨＬＤＧ
3070,ジェリービーンズグループ
3071,ストリーム
3073,ＤＤグループ
3075,銚子丸
3076,あいＨＬＤＧ
3077,ホリイフードサービス
3079,ディーブイエックス
3080,ジェーソン
3082,きちりＨＬＤＧ
3083,スターシーズ
3086,Ｊ．フロント　リテイリング
3087,ドトール・日レスＨＬＤＧ
3088,マツキヨココカラ＆カンパニー
3089,テクノアルファ
3091,ブロンコビリー
3092,ＺＯＺＯ
3093,トレジャー・ファクトリー
3094,スーパーバリュー
3096,オーシャンシステム
3097,物語コーポレーション
3099,三越伊勢丹ＨＬＤＧ
3101,東洋紡
3103,ユニチカ
3104,富士紡ＨＬＤＧ
3105,日清紡ＨＬＤＧ
3106,倉敷紡績
3107,ダイワボウＨＬＤＧ
3109,シキボウ
3110,日東紡績
3111,オーミケンシ
3113,ＵＮＩＶＡ・ＯａｋＨＬＤＧ
3116,トヨタ紡織
3121,マーチャント・バンカーズ
3123,サイボー
3131,シンデン・ハイテックス
3132,マクニカＨＬＤＧ
3133,海帆
3134,Ｈａｍｅｅ
3135,マーケットエンタープライズ
3136,エコノス
3137,ファンデリー
3138,富士山マガジンサービス
3139,ラクト・ジャパン
313A,ｉＳ　Ｓ＆Ｐ５００トップ２０
3140,ＢＲＵＮＯ
3141,ウエルシアＨＬＤＧ
3143,オーウイル
3148,クリエイトＳＤ　ＨＬＤＧ
314A,ｉＳ　ゴールド
3150,グリムス
3151,バイタルケーエスケーＨＬＤＧ
3153,八洲電機
3154,メディアスＨＬＤＧ
3156,レスター
3157,ジオリーブグループ
3159,丸善ＣＨＩ　ＨＬＤＧ
315A,ＧＸ　銀行高配当日本株式ＥＴＦ
3160,大光
3161,アゼアス
3166,ＯＣＨＩ　ＨＬＤＧ
3167,ＴＯＫＡＩ　ＨＬＤＧ
3168,ＭＥＲＦ
3169,ミサワ
316A,ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋
3172,ティーライフ
3173,Ｃｏｍｉｎｉｘ
3174,ハピネス・アンド・ディ
3175,エー・ピーＨＬＤＧ
3176,三洋貿易
3177,ありがとうサービス
3178,チムニー
3179,シュッピン
3180,ビューティガレージ
3181,買取王国
3182,オイシックス・ラ・大地
3183,ウイン・パートナーズ
3184,ＩＣＤＡ　ＨＬＤＧ
3185,夢展望
3186,ネクステージ
3187,ミラタップ
3189,ＡＮＡＰ　ＨＬＤＧ
318A,ＶＩＸ短期先物指数ＥＴＦ
3190,ホットマン
3191,ジョイフル本田
3192,白鳩
3193,エターナルホスピタリティグルー
3195,ジェネレーションパス
3196,ホットランドＨＬＤＧ
3197,すかいらーくＨＬＤＧ
3198,ＳＦＰ　ＨＬＤＧ
3199,綿半ＨＬＤＧ
319A,技術承継機構
3201,日本毛織
3202,ダイトウボウ
3204,トーア紡コーポレーション
3205,ダイドーリミテッド
3221,ヨシックスＨＬＤＧ
3222,ユナイテッド・スーパーマーケッ
3223,エスエルディー
3224,ゼネラル・オイスター
3226,日本アコモデーションファンド
3231,野村不動産ＨＬＤＧ
3232,三重交通グループＨＬＤＧ
3234,森ヒルズリート投資法人
3236,プロパスト
3237,イントランス
3238,セントラル総合開発
323A,フライヤー
3241,ウィル
3242,アーバネットコーポレーション
3245,ディア・ライフ
3246,コーセーアールイー
3248,アールエイジ
3249,産業ファンド投資法人
324A,ブッキングリゾート
3252,地主
325A,ＴＥＮＴＩＡＬ
3260,エスポア
3261,グランディーズ
3266,ファンドクリエーショングループ
3267,フィル・カンパニー
3269,アドバンス・レジデンス投資法人
3271,ＴＨＥグローバル社
3276,ＪＰＭＣ
3277,サンセイランディック
3279,アクティビア・プロパテ投資法人
3280,エストラスト
3281,ＧＬＰ投資法人
3282,コンフォリア・レジデン投資法人
3283,日本プロロジスリート投資法人
3284,フージャースＨＬＤＧ
3286,トラストＨＬＤＧ
3287,星野リゾート・リート投資法人
3288,オープンハウスグループ
3289,東急不動産ＨＬＤＧ
328A,ＧＸ　プライシングパワー・リー
3290,Ｏｎｅリート投資法人
3291,飯田グループＨＬＤＧ
3292,イオンリート投資法人
3293,アズマハウス
3294,イーグランド
3295,ヒューリックリート投資法人
3296,日本リート投資法人
3297,東武住販
3299,ムゲンエステート
3300,アンビション　ＤＸ　ＨＬＤＧ
3302,帝国繊維
3306,日本製麻
3309,積水ハウス・リート投資法人
330A,ＴａｌｅｎｔＸ
3315,日本コークス工業
3317,フライングガーデン
3319,ゴルフダイジェスト・オンライン
331A,メディックス
3320,クロスプラス
3321,ミタチ産業
3323,レカム
3326,ランシステム
3328,ＢＥＥＮＯＳ
3329,東和フードサービス
332A,ミーク
3333,あさひ
3341,日本調剤
3346,ヒロタグループＨＬＤＧ
3347,トラスト
3349,コスモス薬品
334A,ビジュアル・プロセッシング・ジ
3350,メタプラネット
3352,バッファロー
3353,メディカル一光グループ
3355,クリヤマＨＬＤＧ
3358,ワイエスフード
3359,ｃｏｔｔａ
335A,ミライロ
3360,シップヘルスケアＨＬＤＧ
3361,トーエル
336A,ダイナミックマッププラットフォ
3370,フジタコーポレーション
3371,ソフトクリエイトＨＬＤＧ
3372,関門海
3374,内外テック
3375,ＺＯＡ
3377,バイク王＆カンパニー
3382,セブン＆アイＨＬＤＧ
3384,アークコア
3386,コスモ・バイオ
3387,クリエイト・レストランツＨＬＤ
3388,明治電機工業
338A,ＺｅｎｍｕＴｅｃｈ
3391,ツルハＨＬＤＧ
3392,デリカフーズＨＬＤＧ
3393,スターティアＨＬＤＧ
3395,サンマルクＨＬＤＧ
3396,フェリシモ
3397,トリドールＨＬＤＧ
3399,丸千代山岡家
339A,プログレス・テクノロジーズ
3401,帝人
3402,東レ
3405,クラレ
3407,旭化成
3409,北紡
340A,ジグザグ
3415,ＴＯＫＹＯ　ＢＡＳＥ
3416,ピクスタ
3417,大木ヘルスケアＨＬＤＧ
3418,バルニバービ
3419,アートグリーン
341A,トヨコー
3420,ケー・エフ・シー
3421,稲葉製作所
3422,Ｊ−ＭＡＸ
3423,エスイー
3426,アトムリビンテック
3431,宮地エンジニアリンググループ
3433,トーカロ
3434,アルファＣｏ
3435,サンコーテクノ
3436,ＳＵＭＣＯ
3437,特殊電極
3439,三ツ知
343A,ＩＡＣＥトラベル
3440,日創グループ
3441,山王
3442,ＭＩＥコーポレーション
3443,川田テクノロジーズ
3444,菊池製作所
3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ
3446,ジェイテックコーポレーション
3447,信和
3449,テクノフレックス
3451,トーセイ・リート投資法人
3452,ビーロット
3454,ファーストブラザーズ
3455,ヘルスケア＆メディカル投資法人
3457,Ａｎｄ　ＤｏＨＬＤＧ
3459,サムティ・レジデンシャル投資
345A,高配当成長日本株ＥＴＮ
3461,パルマ
3462,野村不動産マスターファンド
3463,いちごホテルリート投資法人
3465,ケイアイスター不動産
3466,ラサールロジポート投資法人
3467,アグレ都市デザイン
3468,スターアジア不動産投資法人
3469,デュアルタップ
346A,ＮＦ　Ｓ＆Ｐ　５００半導体指数
3470,マリモ地方創生リート投資法人
3471,三井不動産ロジスティクスパーク
3472,日本ホテル＆レジデンシャル投資
3474,Ｇ―ＦＡＣＴＯＲＹ
3475,グッドコムアセット
3476,投資法人みらい
3477,フォーライフ
3479,ティーケーピー
3480,ジェイ・エス・ビー
3481,三菱地所物流リート投資法人
3482,ロードスターキャピタル
3484,イノベーションＨＬＤＧ
3486,グローバル・リンク・マネジメン
3487,ＣＲＥロジスティクスファンド
3488,ザイマックス・リート投資法人
3489,フェイスネットワーク
348A,ＭＸＳ読売３３３日本株上場投信
3490,アズ企画設計
3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ
3492,タカラレーベン不動産投資法人
3494,マリオン
3495,香陵住販
3496,アズーム
3497,ＬｅＴｅｃｈ
3498,霞ヶ関キャピタル
349A,ＳＭＤＡＭＡｃｔｉｖｅグロース
3501,ＳＵＭＩＮＯＥ
3504,丸八ＨＬＤＧ
350A,デジタルグリッド
3512,日本フエルト
3513,イチカワ
3521,エコナックＨＬＤＧ
3524,日東製網
3526,芦森工業
3529,アツギ
352A,ＬＯＩＶＥ
3536,アクサスＨＬＤＧ
3537,昭栄薬品
3538,ウイルプラスＨＬＤＧ
3539,ＪＭ　ＨＬＤＧ
353A,エレベーターコミュニケーション
3540,歯愛メディカル
3541,農業総合研究所
3542,ベガコーポレーション
3543,コメダＨＬＤＧ
3544,サツドラＨＬＤＧ
3546,アレンザＨＬＤＧ
3547,串カツ田中ＨＬＤＧ
3548,バロックジャパンリミテッド
3549,クスリのアオキＨＬＤＧ
354A,ｉＦブルームバーグ日本株５０
3550,スタジオアタオ
3551,ダイニック
3553,共和レザー
3556,リネットジャパングループ
3557,ユナイテッド＆コレクティブ
3558,ジェイドグループ
3559,ピーバンドットコム
3560,ほぼ日
3561,力の源ＨＬＤＧ
3562,Ｎｏ．１
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭ
3565,アセンテック
3566,ユニフォームネクスト
3569,セーレン
356A,ＧＸ　Ｓ＆Ｐ５００キャト１００
3571,ソトー
3577,東海染工
3580,小松マテーレ
3583,オーベクス
3591,ワコールＨＬＤＧ
3593,ホギメディカル
3597,自重堂
3598,山喜
3600,フジックス
3607,クラウディアＨＬＤＧ
3608,ＴＳＩ　ＨＬＤＧ
360A,東証ＲＥＩＴ　Ｃｏｒｅ　ＥＴＦ
3611,マツオカコーポレーション
3612,ワールド
3622,ネットイヤーグループ
3623,ビリングシステム
3624,アクセルマーク
3625,テックファームＨＬＤＧ
3626,ＴＩＳ
3627,テクミラＨＬＤＧ
3628,データホライゾン
3632,グリーＨＬＤＧ
3633,ＧＭＯペパボ
3634,ソケッツ
3635,コーエーテクモＨＬＤＧ
3636,三菱総合研究所
3639,ボルテージ
363A,ｉＦ英国　ＦＴＳＥ１００
3640,電算
3641,パピレス
3645,メディカルネット
3646,駅探
3647,ジー・スリーＨＬＤＧ
3648,ＡＧＳ
3649,ファインデックス
364A,ＮＦ　Ｓ＆Ｐ　５００配当貴族
3652,ディジタルメディアプロ
3653,モルフォ
3655,ブレインパッド
3656,ＫＬａｂ
3657,ポールトゥウィンＨＬＤＧ
3659,ネクソン
365A,伊澤タオル
3660,アイスタイル
3661,エムアップＨＬＤＧ
3662,エイチームＨＬＤＧ
3663,セルシス
3664,モブキャストＨＬＤＧ
3665,エニグモ
3667,ｅｎｉｓｈ
3668,コロプラ
366A,ウェルネス・コミュニケーション
3670,協立情報通信
3671,ソフトマックス
3672,オルトプラス
3673,ブロードリーフ
3674,オークファン
3675,クロス・マーケティンググループ
3676,デジタルハーツＨＬＤＧ
3678,メディアドゥ
3679,じげん
367A,プリモグローバルＨＬＤＧ
3680,ホットリンク
3681,ブイキューブ
3682,エンカレッジ・テクノロジ
3683,サイバーリンクス
3686,ディー・エル・イー
3687,フィックスターズ
3688,ＣＡＲＴＡ　ＨＬＤＧ
368A,北里
3690,イルグルム
3691,デジタルプラス
3692,ＦＦＲＩセキュリティ
3694,オプティム
3695,ＧＭＯリサーチ＆ＡＩ
3696,セレス
3697,ＳＨＩＦＴ
3698,ＣＲＩ・ミドルウェア
369A,エータイ
3708,特種東海製紙
3710,ジョルダン
3712,情報企画
3719,ＡＩストーム
3723,日本ファルコム
3726,フォーシーズＨＤ
3727,アプリックス
372A,レント
3733,ソフトウェア・サービス
3739,コムシード
373A,リップス
3741,セック
3744,サイオス
3747,インタートレード
3750,ＡＤＲ１２０Ｓ
3753,フライトソリューションズ
3758,アエリア
3760,ケイブ
3762,テクマトリックス
3763,プロシップ
3765,ガンホー・オンライン
3766,システムズ・デザイン
3768,リスクモンスター
3769,ＧＭＯペイメントゲートウェイ
376A,ＮＦブルームバーグ米国７−１０
3770,ザッパラス
3771,システムリサーチ
3772,ウェルス・マネジメント
3773,アドバンスト・メディア
3774,インターネットイニシアティブ
3775,ガイアックス
3776,ブロードバンドタワー
3777,環境フレンドリーＨＬＤＧ
3778,さくらインターネット
3779,ジェイ・エスコムＨＬＤＧ
377A,エージェントＩＧＨＬＤＧ
3787,テクノマセマティカル
3788,ＧＭＯグローバルサイン・ＨＬＤ
378A,ヒット
3791,ＩＧポート
3793,ドリコム
3796,いい生活
3798,ＵＬＳグループ
3799,キーウェアソリューションズ
379A,ＧＸ　Ｓ＆Ｐ５００　ＥＴＦ
3800,ユニリタ
3802,エコミック
3803,イメージ情報開発
3804,システム　ディ
3807,フィスコ
3808,オウケイウェイヴ
380A,ＧＸ　チャイナテック　ＥＴＦ
3810,サイバーステップ
3814,アルファクス・フード・システム
3815,メディア工房
3816,大和コンピューター
3817,ＳＲＡ　ＨＬＤＧ
381A,ｉＦ米国国債３−５年ヘッジなし
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ
3824,メディアファイブ
3825,リミックスポイント
3826,システムインテグレータ
382A,ｉＦ米国国債３−５年ヘッジあり
3834,朝日ネット
3835,ｅＢＡＳＥ
3836,アバントグループ
3837,アドソル日進
3839,ＯＤＫソリューションズ
383A,ＭＸＳ　Ｓ＆Ｐ５００均等ウェイ
3840,パス
3841,ジーダット
3842,ネクストジェン
3843,フリービット
3844,コムチュア
3845,アイフリークモバイル
3847,パシフィックシステム
3848,データ・アプリケーション
3849,日本テクノ・ラボ
3850,エヌ・ティ・ティ・データ・イン
3851,日本一ソフトウェア
3853,アステリア
3854,アイル
3856,Ａｂａｌａｎｃｅ
3858,ユビキタスＡＩ
3861,王子ＨＬＤＧ
3863,日本製紙
3864,三菱製紙
3865,北越コーポレーション
386A,みのや
3877,中越パルプ工業
3878,巴川
387A,フラー
3880,大王製紙
3891,ニッポン高度紙工業
3892,岡山製紙
3895,ハビックス
3896,阿波製紙
3900,クラウドワークス
3901,マークラインズ
3902,メディカル・データ・ビジョン
3903,ｇｕｍｉ
3904,カヤック
3905,データセクション
3907,シリコンスタジオ
3908,コラボス
3909,ショーケース
3910,エムケイシステム
3911,Ａｉｍｉｎｇ
3912,モバイルファクトリー
3913,ＧｒｅｅｎＢｅｅ
3914,ＪＩＧ―ＳＡＷ
3915,テラスカイ
3916,デジタル・インフォメーション
3917,アイリッジ
3918,ＰＣＩ　ＨＬＤＧ
391A,山忠
3920,アイビーシー
3921,ネオジャパン
3922,ＰＲ　ＴＩＭＥＳ
3923,ラクス
3924,ランドコンピュータ
3925,ダブルスタンダード
3926,オープンドア
3927,フーバーブレイン
3928,マイネット
3929,ソーシャルワイヤー
392A,ｉＳ　ＮＡＳＤＡＱ　トップ３０
3930,はてな
3931,バリューゴルフ
3932,アカツキ
3933,チエル
3934,ベネフィットジャパン
3935,エディア
3936,グローバルウェイ
3937,Ｕｂｉｃｏｍ　ＨＬＤＧ
3939,カナミックネットワーク
3940,ノムラシステムコーポレーション
3941,レンゴー
3943,大石産業
3944,古林紙工
3945,スーパーバッグ
3946,トーモク
3947,ダイナパック
3948,光ビジネスフォーム
394A,業界改革厳選ＥＴＦテレビ業界
3950,ザ・パック
3951,朝日印刷
3953,大村紙業
3954,昭和パックス
3955,イムラ
3958,笹徳印刷
395A,業界改革厳選ＥＴＦ地銀
3961,シルバーエッグ・テクノロジー
3962,チェンジＨＬＤＧ
3963,シンクロ・フード
3964,オークネット
3965,キャピタル・アセット・プランニ
3967,エルテス
3968,セグエグループ
3969,エイトレッド
396A,業界改革厳選ＥＴＦＲＥＩＴイベ
3970,イノベーション
3974,ＳＣＡＴ
3976,シャノン
3977,フュージョン
3979,うるる
3981,ビーグリー
3983,オロ
3984,ユーザーローカル
3985,テモナ
3986,ビーブレイクシステムズ
3987,エコモット
3988,ＳＹＳ　ＨＬＤＧ
3989,シェアリングテクノロジー
398A,リアルクオリティ
3991,ウォンテッドリー
3992,ニーズウェル
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇ
3994,マネーフォワード
3996,サインポスト
3997,トレードワークス
3998,すららネット
399A,上場インデックス日経高配５０
4004,レゾナック・ＨＬＤＧ
4005,住友化学
4008,住友精化
4011,ヘッドウォータース
4012,アクシス
4013,勤次郎
4014,カラダノート
4015,ペイクラウドＨＬＤＧ
4016,ＭＩＴ　ＨＬＤＧ
4017,クリーマ
4018,Ｇｅｏｌｏｃａｔｉｏｎ　Ｔｅｃ
4019,スタメン
401A,霞ヶ関ホテルリート投資法人
4020,ビートレンド
